SPCD,COMMON_NAME,GENUS,SPECIES,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,C_SPGRPCD,P_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,CORE,EAST,WEST,CARIBBEAN,PACIFIC,WOODLAND,MANUAL_START,MANUAL_END,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,CWD_DECAY_RATIO1,CWD_DECAY_RATIO2,CWD_DECAY_RATIO3,CWD_DECAY_RATIO4,CWD_DECAY_RATIO5,DWM_CARBON_RATIO,STANDING_DEAD_DECAY_RATIO1,STANDING_DEAD_DECAY_RATIO2,STANDING_DEAD_DECAY_RATIO3,STANDING_DEAD_DECAY_RATIO4,STANDING_DEAD_DECAY_RATIO5,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,DRYWT_TO_GREENWT_CONVERSION
8047.0,red cappel,Palicourea,crocea,,,PACR3,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
8049.0,Palicourea croceoides,Palicourea,croceoides,,,PACR18,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
8051.0,showy cappel,Palicourea,guianensis,,,PAGU,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
8054.0,chertochet,Pandanus,aimiriikensis,,,PAAI,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.3309,26,0.3309,26,80.49,26,75.13,26,0.3309,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
8055.0,matal,Pandanus,cominsii,,,PACO51,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.3309,26,0.3309,26,80.49,26,75.13,26,0.3309,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
8056.0,ongor,Pandanus,compressus,,,PACO3,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8057.0,silaue,Pandanus,cylindricus,,,PACY10,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8058.0,kienpel,Pandanus,dilatatus,,,PADI2,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.3309,26,0.3309,26,80.49,26,75.13,26,0.3309,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
8059.0,ongor,Pandanus,divergens,,,PADI29,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8060.0,pahong,Pandanus,dubius,,,PADU3,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.3309,26,0.3309,26,80.49,26,75.13,26,0.3309,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
8061.0,ongor,Pandanus,duriocarpus,,,PADU4,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8062.0,moak,Pandanus,enchabiensis,,,PAEN,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8063.0,hara,Pandanus,fischerianus,,,PAFI,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8064.0,aggag,Pandanus,fragrans,,,PAFR7,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8065.0,nenketak,Pandanus,hosinoi,,,PAHO6,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8066.0,pacheren,Pandanus,jaluitensis,,,PAJA3,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8067.0,buuk,Pandanus,kanehirae,,,PAKA2,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.3309,26,0.3309,26,80.49,26,75.13,26,0.3309,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
8068.0,siu,Pandanus,korrensis,,,PAKO2,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8069.0,lakatwa,Pandanus,lakatwa,,,PALA3,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8070.0,"erwan, jonmouia",Pandanus,laticanaliculatus,,,PALA4,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8071.0,"intekul, pasyure",Pandanus,macrocephalus,,,PAMA3,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
8073.0,menne,Pandanus,menne,,,PAME18,54,54,,53,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.3309,,0.3309,,,,,,0.3309,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:46,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
391.0,"American hornbeam, musclewood",Carpinus,caroliniana,,,CACA18,43,47,,,4,25,101,X,X,,,X,,H,,,,,,Y,E,,,,,1.7,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.58,11,0.55,22,89.4,22,46.44828,9,0.7,11,8.6,21,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.982,0.793,0.618,0.525,0.525,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.4968694787183165
400.0,hickory spp.,Carya,spp.,,,CARYA,29,47,,,4,29,221,X,X,,,X,,H,X,,,,,N,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,23,0.62,23,56.74,13,68.88,23,0.68,23,16.0,35,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.04,0.727,0.334,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.672055172413793
401.0,water hickory,Carya,aquatica,,,CAAQ2,29,47,,,4,29,90,X,,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.61,1,0.6,6,60.25,22,83.90164,1,0.62,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.8068555297450426
402.0,bitternut hickory,Carya,cordiformis,,,CACO15,29,47,,,4,29,92,X,X,,,X,X,H,X,X,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.6,1,0.6,8,60.25,22,70.93333,1,0.66,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,1.04,0.661,0.44,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.694597672413793
403.0,pignut hickory,Carya,glabra,,,CAGL8,29,47,,,4,29,92,X,X,,,X,,H,X,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.66,1,0.6,8,60.25,22,65.10606,5,0.75,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6448941746031747
404.0,pecan,Carya,illinoinensis,,,CAIL2,29,47,,,4,29,91,X,X,,X,X,,H,X,,,X,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.6,1,0.6,6,60.25,22,65.6,1,0.66,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.6486206896551725
405.0,shellbark hickory,Carya,laciniosa,,,CALA21,29,47,,,4,29,90,X,X,,,X,,H,X,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,1,0.6,6,60.25,22,65.41935,5,0.69,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.647262527932961
406.0,nutmeg hickory,Carya,myristiciformis,,,CAMY,29,47,,,4,29,92,,,,,X,,H,,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.56,1,0.6,6,60.25,22,77.42857,16,0.6,1,16.0,21,0.12798,0.92267,0.12506,0.95,0.653,0.381,0.279,0.244,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.7491463292682927
407.0,shagbark hickory,Carya,ovata,,,CAOV2,29,47,,,4,29,92,X,X,,,X,X,H,X,X,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.64,1,0.72,5,33.54167,22,60.25,5,0.72,1,16.0,21,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.895,0.808,0.51,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.5617584796610169
408.0,black hickory,Carya,texana,,,CATE9,29,47,,,4,29,92,X,,,,X,,H,X,,,,,Y,E,,,,,1.7,,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.74366,0.62,24,0.62,24,56.74,24,68.88,24,0.68,24,16.0,24,0.12798,0.92267,0.12506,1.0,0.78,0.45,0.42,0.42,0.491,0.988,0.705,0.404,0.396,0.396,NIMS_2_1,2005-02-24 09:40:18,333,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.672055172413793
6563.0,cinnamon,Cinnamomum,spp.,,,CINNA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,26,0.47,26,80.49,26,75.13,26,0.47,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
6564.0,cinnamon,Cinnamomum,verum,,,CIVE2,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6565.0,juniper berry,Citharexylum,caudatum,,,CICA8,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6567.0,spiny fiddlewood,Citharexylum,spinosum,,,CISP3,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6568.0,fiddlewood,Citharexylum,spp.,,,CITHA,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.65,,0.65,,,,,,0.65,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:33,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
6569.0,threespike fiddlewood,Citharexylum,tristachyum,,,CITR7,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6570.0,samoensis,Citronella,samoensis,,,CISA2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,,,,,,,,,,,,0.58118,,0.58118,,,,,,0.58118,,,,,,,,,,,,,,,,,,FS_NIMS_SRS,2012-10-29 16:13:33,440,FS_NIMS_PNWRS,2017-02-16 11:50:42,798795,1.76
6572.0,Lime (Tipolo),Citrus,aurantifolia,,,CIAU,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.7,26,0.7,26,80.49,26,75.13,26,0.7,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
6573.0,key lime,Citrus,x aurantiifolia,,,CIAU7,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,2.0
6574.0,sour orange,Citrus,x aurantium,,,CIAU8,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6575.0,lemon,Citrus,x limon,,,CILI5,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6576.0,grapefruit,Citrus,x paradisi,,,CIPA3,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 00:00:00,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
6716.0,forest mirrorplant,Coprosma,foliosa,,,COFO2,54,54,,54,3,37,,,,X,,,,H,,,,,,N,,,,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.48,26,0.48,26,80.49,26,75.13,26,0.48,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,FS_NIMS_SRS,2012-10-29 00:00:00,440,FS_NIMS_PNWRS,2022-07-07 00:00:00,67572,1.76
7855.0,horseradishtree,Moringa,oleifera,,,MOOL,54,54,54,54,3,37,227,,,X,,X,,H,,,,,,N,,,C,P,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
7857.0,ratapple,Morisonia,americana,,,MOAM,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
7861.0,ngaio tree,Myoporum,laetum,,,MYLA5,55,55,,,3,37,146,,,X,,,,H,,,,,,N,,,,,,7.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,,,,,,,,,,0.99,0.8,0.54,0.43,0.33,FS_NIMS_PNWRS,2017-08-28 18:05:50,798795,FS_NIMS,2022-08-11 06:11:45,732862,1.758473594
7862.0,murta,Mouriri,domingensis,,,MODO2,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
7863.0,mameyuelo,Mouriri,helleri,,,MOHE,54,54,54,,3,37,227,,,,,X,,H,,,,,,N,,,C,,,5.0,,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,1.0,0.78,0.45,0.42,0.42,0.491,0.987,0.837,0.685,0.539,0.539,NIMS_TROP_4_0,2010-09-22 13:56:28,10854,FS_NIMS,2022-08-11 06:11:45,732862,1.758473593982157
